"Entity","Code","Year","Total_Renewable","Hydropower","Wind","Solar","Other_renewables"
"Bulgaria","BGR",1965,2,2,0,0,0
"Bulgaria","BGR",1966,201,201,0,0,0
"Bulgaria","BGR",1967,2022,2022,0,0,0
"Bulgaria","BGR",1968,1305,1305,0,0,0
"Bulgaria","BGR",1969,1839,1839,0,0,0
"Bulgaria","BGR",1970,2152,2152,0,0,0
"Bulgaria","BGR",1971,217,217,0,0,0
"Bulgaria","BGR",1972,2095,2095,0,0,0
"Bulgaria","BGR",1973,257,257,0,0,0
"Bulgaria","BGR",1974,208,208,0,0,0
"Bulgaria","BGR",1975,2453,2453,0,0,0
"Bulgaria","BGR",1976,2954,2954,0,0,0
"Bulgaria","BGR",1977,3529,3529,0,0,0
"Bulgaria","BGR",1978,2909,2909,0,0,0
"Bulgaria","BGR",1979,3311,3311,0,0,0
"Bulgaria","BGR",1980,3713,3713,0,0,0
"Bulgaria","BGR",1981,3618,3618,0,0,0
"Bulgaria","BGR",1982,305,305,0,0,0
"Bulgaria","BGR",1983,3353,3353,0,0,0
"Bulgaria","BGR",1984,326,326,0,0,0
"Bulgaria","BGR",1985,2237,2237,0,0,0
"Bulgaria","BGR",1986,2326,2326,0,0,0
"Bulgaria","BGR",1987,2537,2537,0,0,0
"Bulgaria","BGR",1988,2596,2596,0,0,0
"Bulgaria","BGR",1989,2691,2691,0,0,0
"Bulgaria","BGR",1990,163,163,0,0,0
"Bulgaria","BGR",1991,2268,2268,0,0,0
"Bulgaria","BGR",1992,1903,1903,0,0,0
"Bulgaria","BGR",1993,1787,1787,0,0,0
"Bulgaria","BGR",1994,1296,1296,0,0,0
"Bulgaria","BGR",1995,2174,2174,0,0,0
"Bulgaria","BGR",1996,2888,2888,0,0,0
"Bulgaria","BGR",1997,2724,2724,0,0,0
"Bulgaria","BGR",1998,3068,3068,0,0,0
"Bulgaria","BGR",1999,2732,2732,0,0,0
"Bulgaria","BGR",2000,2631,2631,0,0,0
"Bulgaria","BGR",2001,1651,1651,0,0,0
"Bulgaria","BGR",2002,2116,2116,0,0,0
"Bulgaria","BGR",2003,2995,2995,0,0,0
"Bulgaria","BGR",2004,3138812,3138811,1,0,0
"Bulgaria","BGR",2005,4302015,4297428,4587,0,0
"Bulgaria","BGR",2006,4233021,4212974,20047,0,0
"Bulgaria","BGR",2007,2876655,2829847,46802,6,0
"Bulgaria","BGR",2008,416728,279271,121758,167,15532
"Bulgaria","BGR",2009,3679390,3431712,237009,3267,7402
"Bulgaria","BGR",2010,5762814,5031341,681369,14865,35239
"Bulgaria","BGR",2011,3889275,2871581,861095,100862,55737
"Bulgaria","BGR",2012,5243057,3177636,1220898,778696,65827
"Bulgaria","BGR",2013,6913350,4036138,1373512,1391987,111713
"Bulgaria","BGR",2014,7389649,4601629,1330577,1256651,200792
"Bulgaria","BGR",2015,8757899,5654542,1451511,1381661,270185
"Bulgaria","BGR",2016,4514752,3879842,142497,138799,353614
"Bulgaria","BGR",2017,4868445,2828103,1504064,140297,395981
"Bulgaria","BGR",2018,9380455,5146578,1318123,1342788,1572966
"Bulgaria","BGR",2019,7484584,2929499,1316988,1417286,1820811
"Bulgaria","BGR",2020,6143742,2820398,1477131,146872,1699341
"Bulgaria","BGR",2021,10308256,4819205,1433561,1466598,2588892
"Bulgaria","BGR",2022,9639836,3803279,1499125,2093838,2243594
"Bulgaria","BGR",2023,10058695,3080132,1583852,3520709,1874002
"Bulgaria","BGR",2024,98479256,28774345,13770839,54212894,1721178
"CIS (EI)","REG",1965,81434,81434,0,0,0
"CIS (EI)","REG",1966,91823,91823,0,0,0
"CIS (EI)","REG",1967,88571,88571,0,0,0
"CIS (EI)","REG",1968,10404,10404,0,0,0
"CIS (EI)","REG",1969,115181,115181,0,0,0
"CIS (EI)","REG",1970,124377,124377,0,0,0
"CIS (EI)","REG",1971,126099,126099,0,0,0
"CIS (EI)","REG",1972,122899,122899,0,0,0
"CIS (EI)","REG",1973,122345,122345,0,0,0
"CIS (EI)","REG",1974,13203,13203,0,0,0
"CIS (EI)","REG",1975,125987,125987,0,0,0
"CIS (EI)","REG",1976,135735,135735,0,0,0
"CIS (EI)","REG",1977,147014,147014,0,0,0
"CIS (EI)","REG",1978,169701,169701,0,0,0
"CIS (EI)","REG",1979,172023,172023,0,0,0
"CIS (EI)","REG",1980,183938,183938,0,0,0
"CIS (EI)","REG",1981,186744,186744,0,0,0
"CIS (EI)","REG",1982,174677,174677,0,0,0
"CIS (EI)","REG",1983,180362,180362,0,0,0
"CIS (EI)","REG",1984,202988,202988,0,0,0
"CIS (EI)","REG",1985,19409212,19409212,0,0,0
"CIS (EI)","REG",1986,19520139,19520139,0,0,0
"CIS (EI)","REG",1987,19697798,19697798,0,0,0
"CIS (EI)","REG",1988,20491965,20491965,0,0,0
"CIS (EI)","REG",1989,19915674,19915674,0,0,0
"CIS (EI)","REG",1990,2112451,2112386,0,0,65
"CIS (EI)","REG",1991,2114648,2114583,0,0,65
"CIS (EI)","REG",1992,2160068,2160005,0,0,63
"CIS (EI)","REG",1993,222585,222579,0,0,6
"CIS (EI)","REG",1994,22694,22633,0,0,61
"CIS (EI)","REG",1995,2203211,2203152,0,0,59
"CIS (EI)","REG",1996,198873,198816,0,0,57
"CIS (EI)","REG",1997,197911,197854,0,0,57
"CIS (EI)","REG",1998,198396,198338,0,0,58
"CIS (EI)","REG",1999,203222,203164,0,0,58
"CIS (EI)","REG",2000,2085112,2084302,19,0,791
"CIS (EI)","REG",2001,21731801,21730629,31,0,1141
"CIS (EI)","REG",2002,2075032,2073237,62,0,1733
"CIS (EI)","REG",2003,20575100,20571356,86,0,3658
"CIS (EI)","REG",2004,30593353,22578754,8010101,0,4498
"CIS (EI)","REG",2005,22356744,22352153,78,0,4513
"CIS (EI)","REG",2006,22206279,22201114,88,0,5077
"CIS (EI)","REG",2007,22746016,22740926,105,0,4985
"CIS (EI)","REG",2008,20771989,20766689,81,0,5219
"CIS (EI)","REG",2009,21844927,21831866,112,7375,5574
"CIS (EI)","REG",2010,22554613,21683788,9786,240125,620914
"CIS (EI)","REG",2011,22121810,21274788,12539,182275,652208
"CIS (EI)","REG",2012,9084090,2130366,18116,6337759,597849
"CIS (EI)","REG",2013,23977404,22943721,211217,188439,634027
"CIS (EI)","REG",2014,21213215,2211444,1256712,17737725,7334
"CIS (EI)","REG",2015,66618724,21542581,3290593,41103974,681576
"CIS (EI)","REG",2016,14645004,2358683,5239033,6403929,643359
"CIS (EI)","REG",2017,116086695,24034909,6069637,78623927,7358222
"CIS (EI)","REG",2018,135255357,24431325,8290751,95261437,7271844
"CIS (EI)","REG",2019,63068226,24845114,13551434,16847017,7824661
"CIS (EI)","REG",2020,73806900,2627033,25006814,33986995,12186058
"CIS (EI)","REG",2021,108388506,2647783,46706047,44073343,14961333
"CIS (EI)","REG",2022,52173399,24820709,6912701,5468002,14971987
"CIS (EI)","REG",2023,32583046,2533551,8957561,6236691,14855243
"CIS (EI)","REG",2024,38779503,2692493,10443423,10931886,14711701
"Canada","CAN",1965,118088,118088,0,0,0
"Canada","CAN",1966,131,131,0,0,0
"Canada","CAN",1967,133924,133924,0,0,0
"Canada","CAN",1968,1362,1362,0,0,0
"Canada","CAN",1969,150638,150638,0,0,0
"Canada","CAN",1970,158137,158137,0,0,0
"Canada","CAN",1971,162461,162461,0,0,0
"Canada","CAN",1972,181639,181639,0,0,0
"Canada","CAN",1973,194654,194654,0,0,0
"Canada","CAN",1974,210667,210667,0,0,0
"Canada","CAN",1975,20247,20247,0,0,0
"Canada","CAN",1976,213396,212689,0,0,707
"Canada","CAN",1977,221216,220147,0,0,1069
"Canada","CAN",1978,236386,235254,0,0,1132
"Canada","CAN",1979,245466,244121,0,0,1345
"Canada","CAN",1980,251161,251148,0,0,13
"Canada","CAN",1981,267913,266015,0,0,1898
"Canada","CAN",1982,259934,257795,0,0,2139
"Canada","CAN",1983,268037,265952,0,0,2085
"Canada","CAN",1984,288460,286123,0,0,2337
"Canada","CAN",1985,305323,303645,1,0,1677
"Canada","CAN",1986,312501,310635,1,0,1865
"Canada","CAN",1987,318519,316206,1,0,2312
"Canada","CAN",1988,309921,307435,1,0,2485
"Canada","CAN",1989,29048452,29044974,1,0,3477
"Canada","CAN",1990,31491478,29568332,1919192,0,3954
"Canada","CAN",1991,2230452,307276,1919192,0,3984
"Canada","CAN",1992,33574621,31517465,59,2052632,4465
"Canada","CAN",1993,5279647,3222139,59,2052632,4817
"Canada","CAN",1994,5336980,3278556,59,2052632,5733
"Canada","CAN",1995,44386002,33405972,59,3842105,7137866
"Canada","CAN",1996,48882521,35459207,62,5894737,7528515
"Canada","CAN",1997,42632215,34867963,62,6947368,816822
"Canada","CAN",1998,52179572,33086993,62,10105263,8987254
"Canada","CAN",1999,25656477,3450008,162,13263158,8943149
"Canada","CAN",2000,61014368,35676007,264,16421054,8917043
"Canada","CAN",2001,53698594,33152103,329,19578947,967215
"Canada","CAN",2002,67710814,34927463,405,22736842,10046104
"Canada","CAN",2003,150576426,33613937,69,22789475,94172945
"Canada","CAN",2004,57908464,33839835,945,14263158,9804526
"Canada","CAN",2005,61025552,36195575,15674546,17,9155414
"Canada","CAN",2006,37197596,3528873,24730656,21,8938046
